geneID	geneSymbol	bioType	length	geneInfo	chromosome	start	end
ENSG00000257844.2	KRT90P	unprocessed_pseudogene	1064	keratin 90 pseudogene	chr12	52411742	52421867
ENSG00000257845.1	LINC02294	lncRNA	497	long intergenic non-protein coding RNA 2294	chr14	26775495	26822107
ENSG00000257846.2	AL512310.7	processed_pseudogene	1175	single stranded DNA binding protein 4 pseudogene	chr14	19668829	19670003
ENSG00000257847.1	LSM3P2	processed_pseudogene	273	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2	chr12	94590821	94591093
ENSG00000257848.1	AC074029.1	processed_pseudogene	1044		chr12	48171590	48173353
ENSG00000257849.1	AC012038.2	lncRNA	256		chr12	42966122	42967353
ENSG00000257851.2	HNRNPA3P10	processed_pseudogene	1138	heterogeneous nuclear ribonucleoprotein A3 pseudogene 10	chr12	51712469	51713606
ENSG00000257852.1	AC048344.2	processed_pseudogene	147		chr12	32072734	32072880
ENSG00000257853.2	MED15P1	transcribed_unprocessed_pseudogene	815	mediator complex subunit 15 pseudogene 1	chr14	18912805	18916642
ENSG00000257855.1	AC126471.1	processed_pseudogene	362	p53 and DNA damage-regulated protein 1-like	chr12	85567878	85568239
ENSG00000257858.1	MTND1P24	unprocessed_pseudogene	861	MT-ND1 pseudogene 24	chr12	41699391	41700251
ENSG00000257859.2	CASC18	lncRNA	2079	cancer susceptibility 18	chr12	105704203	105744062
ENSG00000257860.6	AC068643.2	lncRNA	795.12	C12orf42 antisense RNA 1	chr12	103151834	103179247
ENSG00000257863.1	AC090049.1	lncRNA	1011		chr12	91901458	91906187
ENSG00000257864.1	AC025030.1	processed_pseudogene	573	IQ motif containing F1 pseudogene	chr12	44248432	44249004
ENSG00000257865.1	AC090022.1	processed_pseudogene	311		chr12	60418983	60419293
ENSG00000257869.1	AL139023.1	lncRNA	508		chr14	28318141	28418612
ENSG00000257870.1	AC027287.2	lncRNA	592		chr12	55009746	55014247
ENSG00000257872.1	AC233290.1	processed_pseudogene	1186	reticulon 4 interacting protein 1 pseudogene	chr12	76137425	76138610
ENSG00000257875.1	AC089998.3	processed_pseudogene	493		chr12	82468456	82468948
ENSG00000257878.1	AC007298.2	lncRNA	862		chr12	95996460	96011711
ENSG00000257879.1	AC130415.1	lncRNA	1010		chr12	78426826	78442952
ENSG00000257880.1	AC078789.1	lncRNA	477		chr12	62139999	62145643
ENSG00000257883.1	AC125603.2	lncRNA	876	uncharacterized LOC124903027	chr12	116661582	116698065
ENSG00000257884.2	AL512310.8	transcribed_processed_pseudogene	2268		chr14	19677837	19680104
ENSG00000257885.1	PHBP18	processed_pseudogene	813	PHB1 pseudogene 18	chr12	48168847	48169659
ENSG00000257890.1	AC011595.2	lncRNA	632		chr12	106050961	106058254
ENSG00000257891.1	AL929601.1	lncRNA	495.5		chr14	18920109	18934078
ENSG00000257893.3	LINC02404	lncRNA	1365	long intergenic non-protein coding RNA 2404	chr12	91876924	91880659
ENSG00000257894.2	AC027288.3	lncRNA	900.33		chr12	79341205	79503396
ENSG00000257896.1	AC093012.1	transcribed_unprocessed_pseudogene	492.67		chr12	43738829	43739854
ENSG00000257897.1	AC139697.1	processed_pseudogene	745		chr12	86015697	86016441
ENSG00000257900.2	AL162632.1	lncRNA	548		chr14	45377268	45389286
ENSG00000257904.1	AL133372.3	lncRNA	821		chr14	29940745	29980212
ENSG00000257905.1	AC004486.1	processed_pseudogene	233		chr12	47593208	47593440
ENSG00000257906.3	LINC02156	lncRNA	697	long intergenic non-protein coding RNA 2156	chr12	47377638	47420192
ENSG00000257907.2	EEF1A1P17	processed_pseudogene	1275	eukaryotic translation elongation factor 1 alpha 1 pseudogene 17	chr12	43659827	43661101
ENSG00000257910.1	AC124784.1	lncRNA	571		chr12	76878193	76880352
ENSG00000257912.1	LINC02258	lncRNA	777	long intergenic non-protein coding RNA 2258	chr12	87795733	87802028
ENSG00000257913.2	DDN-AS1	lncRNA	1467.99	DDN and PRKAG1 antisense RNA 1	chr12	48998367	49019241
ENSG00000257915.1	GLULP5	processed_pseudogene	1390	glutamate-ammonia ligase pseudogene 5	chr12	114104542	114105931
ENSG00000257918.1	AC079385.3	lncRNA	809		chr12	106714924	106733066
ENSG00000257920.1	LINC02409	lncRNA	576	long intergenic non-protein coding RNA 2409	chr12	97272692	97276209
ENSG00000257921.6	AC025165.3	protein_coding	2246		chr12	57772660	57797554
ENSG00000257923.11	CUX1	protein_coding	4698.23	cut like homeobox 1	chr7	101815904	102283958
ENSG00000257924.1	LINC02416	lncRNA	540	long intergenic non-protein coding RNA 2416	chr12	47353754	47369935
ENSG00000257925.1	AC008083.1	lncRNA	663		chr12	47237734	47279021
ENSG00000257927.1	MRPS36P5	processed_pseudogene	298	mitochondrial ribosomal protein S36 pseudogene 5	chr12	43054089	43054386
ENSG00000257932.1	AC078776.1	lncRNA	562		chr12	30320834	30321617
ENSG00000257935.2	LHX5-AS1	lncRNA	522	LHX5 antisense RNA 1	chr12	113471981	113480636
ENSG00000257940.1	AC079598.1	lncRNA	554		chr12	87816486	87817831
ENSG00000257941.1	AC011611.5	processed_pseudogene	578		chr12	76057538	76058115
ENSG00000257943.2	AC084879.1	transcribed_unitary_pseudogene	948.5		chr12	95311312	95442482
ENSG00000257947.1	AC025030.2	lncRNA	567		chr12	44244394	44263982
ENSG00000257948.2	AC068993.2	lncRNA	679		chr12	78794132	78808995
ENSG00000257949.7	TEN1	protein_coding	974	TEN1 subunit of CST complex	chr17	75979240	76000586
ENSG00000257950.3	P2RX5-TAX1BP3	protein_coding	5905	P2RX5-TAX1BP3 readthrough (NMD candidate)	chr17	3663063	3696194
ENSG00000257951.2	AC126177.5	unprocessed_pseudogene	1009		chr12	107880581	107883386
ENSG00000257953.1	AC083805.2	lncRNA	610		chr12	57837092	57842745
ENSG00000257954.1	AC125611.2	processed_pseudogene	647		chr12	49389516	49390162
ENSG00000257955.1	AC004801.3	lncRNA	962		chr12	48019771	48025382
ENSG00000257956.1	NOP56P3	processed_pseudogene	385	NOP56 ribonucleoprotein pseudogene 3	chr12	79558782	79559166
ENSG00000257957.1	QRSL1P3	processed_pseudogene	1316	QRSL1 pseudogene 3	chr14	35765795	35767110
ENSG00000257958.1	AC008125.1	lncRNA	1538		chr12	115077325	115080153
ENSG00000257959.1	CR383656.10	lncRNA	498		chr14	18555677	18596310
ENSG00000257962.1	AC011773.2	lncRNA	285		chr8	85246295	85249848
ENSG00000257964.1	AC020612.3	lncRNA	570		chr12	49576840	49577505
ENSG00000257966.1	OLA1P3	processed_pseudogene	2555	OLA1 pseudogene 3	chr12	55870048	55872602
ENSG00000257976.1	AL079352.1	processed_pseudogene	1042		chr14	25431193	25432234
ENSG00000257979.1	SNRPGP18	processed_pseudogene	214	small nuclear ribonucleoprotein polypeptide G pseudogene 18	chr12	116169045	116169258
ENSG00000257985.1	AC004801.4	lncRNA	3112		chr12	48011304	48025469
ENSG00000257986.3	LINC02306	lncRNA	2021	long intergenic non-protein coding RNA 2306	chr14	25647304	26143305
ENSG00000257987.5	TEX49	protein_coding	604	testis expressed 49	chr12	48727435	48765790
ENSG00000257989.1	AC078864.1	lncRNA	512		chr12	52092485	52104297
ENSG00000257991.1	AC089984.3	processed_pseudogene	363		chr12	71835034	71835396
ENSG00000257994.1	AC084364.2	unprocessed_pseudogene	395		chr12	103505411	103506174
ENSG00000257995.1	AC084365.1	lncRNA	310		chr12	90617759	90622822
ENSG00000257997.5	AC010183.2	lncRNA	300.5		chr12	114080381	114113489
ENSG00000257998.1	AC123904.3	processed_pseudogene	814		chr12	74728038	74728851
ENSG00000258001.1	AC126614.1	lncRNA	548	R3HDM2 divergent transcript	chr12	57431116	57433935
ENSG00000258007.1	AC063947.1	lncRNA	557		chr12	101038420	101039094
ENSG00000258010.4	AC016705.1	lncRNA	1216.5		chr15	80433795	80445152
ENSG00000258011.2	HMGA1P3	processed_pseudogene	324	high mobility group AT-hook 1 pseudogene 3	chr12	110429959	110430282
ENSG00000258012.1	AC026111.1	processed_pseudogene	1195		chr12	92858079	92859273
ENSG00000258013.2	RPL3P13	processed_pseudogene	216	ribosomal protein L3 pseudogene 13	chr4	84544304	84544519
ENSG00000258016.1	HIGD1AP1	processed_pseudogene	275	HIG1 hypoxia inducible domain family member 1A pseudogene 1	chr12	53142053	53142327
ENSG00000258017.2	AC011603.2	lncRNA	786.67		chr12	49127782	49188484
ENSG00000258018.2	LINC02457	lncRNA	1022.8	long intergenic non-protein coding RNA 2457	chr12	116482073	116521047
ENSG00000258021.1	AC025259.2	processed_pseudogene	772	filamin-B-like	chr12	51900565	51901336
ENSG00000258024.1	OR5BT1P	unprocessed_pseudogene	849	olfactory receptor family 5 subfamily BT member 1 pseudogene	chr12	48385417	48386265
ENSG00000258026.2	AC078955.1	lncRNA	863		chr12	81094371	81125863
ENSG00000258027.2	NF1P4	unprocessed_pseudogene	1681	neurofibromin 1 pseudogene 4	chr14	19492281	19501740
ENSG00000258028.3	AL135878.1	lncRNA	1388.71	uncharacterized LOC107984685	chr14	28936889	29372406
ENSG00000258033.1	AC063947.2	unprocessed_pseudogene	1256	sorting nexin 5 pseudogene 2	chr12	101066734	101069232
ENSG00000258034.1	AC012157.1	lncRNA	501		chr12	115961187	115962733
ENSG00000258035.2	AC123567.2	lncRNA	2261	uncharacterized LOC124902988	chr12	94167528	94187724
ENSG00000258036.2	KRT125P	unprocessed_pseudogene	989	keratin 125 pseudogene	chr12	52729517	52736142
ENSG00000258038.6	LINC02327	lncRNA	906.79	long intergenic non-protein coding RNA 2327	chr14	28829881	28968400
ENSG00000258039.2	AC117377.1	lncRNA	1038	uncharacterized LOC101928937	chr12	99093359	99105011
ENSG00000258044.1	AC073569.1	lncRNA	667		chr12	79823778	79825496
ENSG00000258045.2	RF00017	misc_RNA	268	Metazoan signal recognition particle RNA	chr12	55731264	55731531
ENSG00000258048.1	AC073569.2	lncRNA	354	PPP1R12A antisense RNA 2	chr12	79690144	79778451
ENSG00000258050.2	AL139316.1	lncRNA	568		chr14	55196727	55199013
ENSG00000258051.1	AC074029.2	processed_pseudogene	634		chr12	48160245	48160878
ENSG00000258052.1	AC025263.2	protein_coding	548		chr12	69801669	69855363
ENSG00000258053.1	AC025575.2	lncRNA	565		chr12	71047402	71118247
ENSG00000258056.2	AC009779.2	lncRNA	1443	CD63 antisense RNA 1	chr12	55729094	55730857
ENSG00000258057.6	BCDIN3D-AS1	lncRNA	1226.65	BCDIN3D antisense RNA 1	chr12	49827913	49841143
ENSG00000258064.1	AC073612.1	protein_coding	771		chr12	71674204	71698968
ENSG00000258065.1	AL122126.1	processed_pseudogene	1318	Vac14, PIKFYVE complex component pseudogene	chr14	28857384	28858701
ENSG00000258066.1	AC138331.1	lncRNA	376		chr12	77775783	77783576
ENSG00000258068.2	AC079600.3	lncRNA	505		chr12	42485353	42498979
ENSG00000258071.1	ARL2BPP2	processed_pseudogene	489	ADP ribosylation factor like GTPase 2 binding protein pseudogene 2	chr12	52763405	52763893
ENSG00000258072.1	AC126177.6	processed_pseudogene	679		chr12	107903270	107903948
ENSG00000258073.1	AC128657.1	processed_pseudogene	145		chr12	84939524	84939668
ENSG00000258074.1	VTI1BP3	processed_pseudogene	636	vesicle transport through interaction with t-SNAREs 1B pseudogene 3	chr12	53131350	53131985
ENSG00000258076.1	CR383656.11	processed_pseudogene	513	pleckstrin homology domain containing B2 pseudogene	chr14	18645991	18646503
ENSG00000258077.2	AC078923.1	lncRNA	730		chr12	75563202	75984015
ENSG00000258080.1	ARHGAP42P4	processed_pseudogene	2934	ARHGAP42 pseudogene 4	chr14	19688261	19691194
ENSG00000258081.4	AL110292.1	lncRNA	1476.5		chr14	26599755	27295516
ENSG00000258082.1	AL391832.3	lncRNA	846		chr1	234978814	234980804
ENSG00000258083.2	OR9A4	protein_coding	1555.5	olfactory receptor family 9 subfamily A member 4	chr7	141916399	141920625
ENSG00000258084.6	AC128707.1	lncRNA	892.71		chr12	78352519	78483030
ENSG00000258086.1	AC079313.1	lncRNA	546		chr12	54353792	54466985
ENSG00000258088.1	AC078820.1	lncRNA	742		chr12	75694010	75698816
ENSG00000258090.1	AC093014.1	processed_pseudogene	724		chr12	76757191	76757914
ENSG00000258091.1	AC011611.6	processed_pseudogene	255		chr12	75926213	75926467
ENSG00000258092.1	AC005841.1	lncRNA	287		chr12	2797136	2803938
ENSG00000258096.1	AC025031.2	lncRNA	627	SLC38A2 antisense RNA 1	chr12	46371463	46373778
ENSG00000258098.2	LINC02286	lncRNA	854.67	long intergenic non-protein coding RNA 2286	chr14	25124467	25156314
ENSG00000258099.1	ATXN2-AS	lncRNA	485	ATXN2 antisense RNA	chr12	111599498	111600256
ENSG00000258100.3	AC025035.1	lncRNA	1084.71	long intergenic non-protein coding RNA 2823	chr12	91327045	91368607
ENSG00000258101.2	AC010173.1	lncRNA	1453		chr12	49232790	49264756
ENSG00000258102.4	MAP1LC3B2	protein_coding	785.1	microtubule associated protein 1 light chain 3 beta 2	chr12	116548105	116576606
ENSG00000258104.1	HIGD1AP9	processed_pseudogene	279	HIG1 hypoxia inducible domain family member 1A pseudogene 9	chr12	49619334	49619612
ENSG00000258107.3	AL158058.1	lncRNA	626.33		chr14	29390074	29436412
ENSG00000258108.2	AC009803.2	lncRNA	667.67		chr12	115569394	115581739
ENSG00000258111.1	AC079316.1	processed_pseudogene	411		chr12	104514029	104514439
ENSG00000258112.1	CCNG2P1	processed_pseudogene	1000	cyclin G2 pseudogene 1	chr12	75257635	75258634
ENSG00000258114.1	AC005871.2	lncRNA	526		chr10	117425194	117490419
ENSG00000258115.1	AC090109.1	lncRNA	819		chr12	72046149	72057377
ENSG00000258116.1	PPIAP45	processed_pseudogene	476	peptidylprolyl isomerase A pseudogene 45	chr12	47341614	47342089
ENSG00000258117.2	AC026116.1	lncRNA	474		chr12	63292625	63360037
ENSG00000258118.1	PPIAP44	processed_pseudogene	259	peptidylprolyl isomerase A pseudogene 44	chr12	30861921	30862179
ENSG00000258119.1	AC087897.2	lncRNA	510		chr12	38544177	38589812
ENSG00000258120.2	KRT128P	unprocessed_pseudogene	1201	keratin 128 pseudogene	chr12	52630339	52634456
ENSG00000258121.1	AC089987.2	lncRNA	588		chr12	48483287	48500961
ENSG00000258122.1	AC044802.2	lncRNA	434		chr16	66841433	66853448
ENSG00000258123.1	LINC02444	lncRNA	1256	long intergenic non-protein coding RNA 2444	chr12	73159190	73208317
ENSG00000258125.1	AC025254.1	lncRNA	247		chr12	91680131	91680873
ENSG00000258128.2	MKRN9P	transcribed_processed_pseudogene	1451	makorin ring finger protein 9, pseudogene	chr12	87782163	87784568
ENSG00000258130.8	AC106782.1	transcribed_unprocessed_pseudogene	1693	SAGA complex associated factor 29 pseudogene	chr16	30204571	30205090
ENSG00000258131.1	AC007656.2	lncRNA	573		chr12	96985656	97185609
ENSG00000258133.1	AC025578.1	processed_pseudogene	543	ADP-ribosylation factor 1-like	chr12	58394596	58395138
ENSG00000258134.1	AC016954.1	processed_pseudogene	745	WW domain binding protein 2 pseudogene	chr12	32227410	32228154
ENSG00000258135.5	LINC02396	lncRNA	864.4	long intergenic non-protein coding RNA 2396	chr12	49908882	49911863
ENSG00000258136.2	AC007622.2	lncRNA	1343	PRDM4 antisense RNA 1	chr12	107736555	107759968
ENSG00000258137.5	AC079313.2	lncRNA	511	GPR84, ZNF385A, ITGA5 and GTSF1 antisense RNA 1	chr12	54353661	54497688
ENSG00000258140.2	AC127894.1	lncRNA	1117		chr12	69212108	69224242
ENSG00000258142.2	AC093023.1	processed_pseudogene	507		chr12	102230027	102230533
ENSG00000258144.2	LINC02406	lncRNA	883.75	long intergenic non-protein coding RNA 2406	chr12	39087347	39145482
ENSG00000258148.2	AC007115.1	processed_pseudogene	234		chr12	91193709	91193942
ENSG00000258150.6	AC133555.3	transcribed_unprocessed_pseudogene	751.5	SAGA complex associated factor 29 pseudogene	chr16	29465222	29465741
ENSG00000258153.1	HSPE1P4	processed_pseudogene	308	heat shock protein family E (Hsp10) member 1 pseudogene 4	chr12	101873316	101873623
ENSG00000258154.2	AL512356.2	unprocessed_pseudogene	174		chr14	105112690	105112863
ENSG00000258159.1	IMMP1LP2	processed_pseudogene	492	inner mitochondrial membrane peptidase subunit 1 pseudogene 2	chr12	113015607	113016098
ENSG00000258162.4	AC069228.1	lncRNA	1531.5		chr12	81378042	81556637
ENSG00000258167.1	AC107023.1	lncRNA	356		chr12	40395853	40443847
ENSG00000258168.6	AC025569.1	lncRNA	1595.1		chr12	70468080	70543040
ENSG00000258169.1	LINC00485	lncRNA	3722	long intergenic non-protein coding RNA 485	chr12	102809280	102824399
ENSG00000258170.1	AC089998.4	lncRNA	459		chr12	82481118	82497560
ENSG00000258171.2	LINC02412	lncRNA	1424.4	long intergenic non-protein coding RNA 2412	chr12	93173470	93182299
ENSG00000258172.1	AC073655.1	lncRNA	493		chr12	94272150	94277195
ENSG00000258173.1	AC079598.2	processed_pseudogene	34		chr12	87753414	87753447
ENSG00000258175.1	LINC02300	lncRNA	665	long intergenic non-protein coding RNA 2300	chr14	28592223	28613623
ENSG00000258177.1	AC008149.1	lncRNA	525		chr12	96222797	96223973
ENSG00000258178.1	AC016993.1	lncRNA	1258		chr12	85958686	85960946
ENSG00000258179.1	AC079598.3	processed_pseudogene	265		chr12	87820654	87820918
ENSG00000258181.1	AC008083.2	lncRNA	303		chr12	47248124	47257539
ENSG00000258183.6	LINC02392	lncRNA	866.5	long intergenic non-protein coding RNA 2392	chr12	90280894	90300974
ENSG00000258184.1	AC087883.1	processed_pseudogene	391		chr12	60215994	60216384
ENSG00000258185.2	AC010196.1	lncRNA	450		chr12	86599578	86838998
ENSG00000258186.2	SLC7A5P2	transcribed_processed_pseudogene	536	solute carrier family 7 member 5 pseudogene 2	chr16	21519830	21520365
ENSG00000258193.1	AC011602.1	processed_pseudogene	331		chr12	81998632	81998962
ENSG00000258196.1	AL163973.3	lncRNA	430		chr14	31553358	31558498
ENSG00000258197.1	NKX2-2-AS1	lncRNA	638	NKX2-2 antisense RNA 1	chr20	21511447	21512309
ENSG00000258199.1	AC073896.4	lncRNA	403		chr12	56162359	56190284
ENSG00000258202.1	AC026371.1	unprocessed_pseudogene	419		chr12	30454919	30492302
ENSG00000258203.5	AC004801.5	lncRNA	540		chr12	48005277	48011227
ENSG00000258204.1	AC008126.1	processed_pseudogene	480	probable ribosome biogenesis protein RLP24	chr12	98794485	98794964
ENSG00000258205.1	AC079598.4	processed_pseudogene	117		chr12	87746567	87746683
ENSG00000258206.1	AC137768.1	processed_pseudogene	553	TM2 domain containing 3 pseudogene	chr12	85781892	85782444
ENSG00000258210.1	AC144548.1	lncRNA	946		chr12	110387463	110445548
ENSG00000258212.1	ZNF75BP	processed_pseudogene	1524	zinc finger protein 75B, pseudogene	chr12	44008620	44010143
ENSG00000258214.1	AC108721.1	lncRNA	348		chr12	59366218	59411171
ENSG00000258215.1	AC078886.1	processed_pseudogene	554		chr12	80860955	80861508
ENSG00000258216.7	AC009522.1	lncRNA	1118		chr12	89712048	90100763
ENSG00000258220.1	LINC02424	lncRNA	1264	long intergenic non-protein coding RNA 2424	chr12	78326680	78359746
ENSG00000258223.6	PRSS58	protein_coding	1018	serine protease 58	chr7	142252143	142258058
ENSG00000258224.1	AC090049.2	processed_pseudogene	109		chr12	91871122	91871230
ENSG00000258225.1	AC073571.1	lncRNA	475		chr12	78052181	78091737
ENSG00000258227.7	CLEC5A	protein_coding	2499.55	C-type lectin domain containing 5A	chr7	141927357	141947007
ENSG00000258230.2	AC063950.1	transcribed_processed_pseudogene	474.5		chr12	101773114	101773755
ENSG00000258231.5	AC020637.1	lncRNA	931.5	uncharacterized LOC100506869	chr12	58544124	58813060
ENSG00000258232.2	AC125611.3	lncRNA	680		chr12	49265156	49273306
ENSG00000258233.1	ARHGAP42P5	processed_pseudogene	2936	ARHGAP42 pseudogene 5	chr14	18623852	18626787
ENSG00000258234.1	AC024257.1	lncRNA	566		chr12	48231098	48284210
ENSG00000258235.1	AC133480.1	lncRNA	381		chr12	72727923	72728844
ENSG00000258239.1	MTND2P17	unprocessed_pseudogene	688	MT-ND2 pseudogene 17	chr12	41698495	41699182
ENSG00000258240.6	AC002351.1	lncRNA	1065.6	long intergenic non-protein coding RNA 1404	chr12	110951683	110957820
ENSG00000258244.1	OSTF1P1	processed_pseudogene	609	osteoclast stimulating factor 1 pseudogene 1	chr12	114588194	114588802
ENSG00000258245.1	RPL10P13	processed_pseudogene	303	ribosomal protein L10 pseudogene 13	chr12	75688794	75689096
ENSG00000258249.1	AC125603.3	lncRNA	486		chr12	116599270	116603585
ENSG00000258251.1	YPEL5P3	processed_pseudogene	352	YPEL5 pseudogene 3	chr12	96060024	96060375
ENSG00000258253.1	AC078865.1	lncRNA	562		chr12	52380460	52402407
ENSG00000258254.1	AC010177.1	lncRNA	366		chr12	114621761	114622922
ENSG00000258256.1	AC011773.3	lncRNA	689.5		chr8	85222446	85245717
ENSG00000258260.1	AC073896.5	lncRNA	542		chr12	56267793	56270104
ENSG00000258262.1	AC063949.1	processed_pseudogene	865	mitochondrial carrier 2 pseudogene	chr12	92530460	92531324
ENSG00000258265.1	AL929601.2	lncRNA	381		chr14	18944199	18945139
ENSG00000258271.1	AC025260.1	processed_pseudogene	430		chr12	93529560	93529989
